Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
Ethan Fields,Cooler Than Me,67.0,0.578,0.849,5.0,-4.614,0,0.0595,0.00218,,0.389,0.626,136.021,155294.0,4,9
Shining,Svart Industriell Olycka,29.0,0.274,0.924,9.0,-8.275,0,0.0783,7.53e-06,0.801,0.167,0.0397,63.665,485880.0,3,8
Rotem Bar Or,◊ê◊ú ◊™◊§◊ó◊ì,41.0,0.701,0.558,1.0,-8.002,1,0.0285,0.814,0.000936,0.15,0.408,135.963,297955.0,4,6
Saul,King Of Misery,44.0,0.508,0.958,8.0,-3.915,0,0.0451,0.000413,0.00347,0.0721,0.766,139.942,235760.0,4,10
"Clarence ""Gatemouth"" Brown",Ventilator Blues,31.0,0.658,0.42,,-13.075,1,0.0443,0.363,0.0135,0.128,0.457,140.85,373000.0,4,2
FMB DZ,War Zone (feat. Sada Baby),43.0,0.639,0.834,2.0,-7.332,1,0.225,0.0284,,0.333,0.338,92.484,146651.0,4,5
Michigander,Better,46.0,0.375,0.914,8.0,-3.241,1,0.0589,0.000558,4.55e-05,0.101,0.254,138.934,294072.0,4,10
Emmie Reins,If I Can't Have You,45.0,0.63,0.254,4.0,-10.224,1,0.0559,0.892,,0.17,0.436,86.232,209010.0,4,9
Hanan Ben Ari,◊©◊û◊©,50.0,0.496,0.418,7.0,-8.809,0,0.0358,0.575,,0.0906,0.109,124.351,238090.0,4,9
BarbWalters,Bbrown,32.0,0.757,0.677,7.0,-8.886,1,0.125,0.00855,0.00649,0.304,0.564,114.11,218947.0,4,6
Alex Lahey,Perth Traumatic Stress Disorder,32.0,0.323,0.901,,-4.818,1,0.0719,3.15e-05,1.77e-05,0.486,0.52,180.293,135645.0,4,1
Tapeworms,Magic Pierrot,17.0,0.38,0.878,2.0,-7.572,1,0.0584,0.000586,0.731,0.2,0.0627,164.002,191090.0,4,6
"Eric Whitacre, London Symphony Orchestra, Julian Lloyd Webber",The River Cam,25.0,0.103,0.0529,6.0,-23.766,1,0.0447,0.976,0.852,0.239,0.0383,85.122,11.90755,4,7
"Apoorva Krishna, Shankar Mahadevan",Rāgamaya,8.0,0.503,0.785,4.0,-5.826,1,0.187,0.263,4.07e-06,0.108,0.48,148.045,8.47275,3,0
Izo FitzRoy,When the Wires Are Down - Kraak & Smaak Remix,42.0,0.698,0.524,7.0,-7.873,0,0.0299,0.0941,0.00729,0.0442,0.5,78.011,319393.0,4,9
Justin Bieber,Lonely (with benny blanco) - Acoustic,59.0,0.365,0.117,11.0,-10.61,0,0.041,0.969,2.48e-06,0.684,0.119,168.744,155188.0,4,9
D.Tail,Beast Mode,40.0,0.646,0.818,10.0,-5.582,0,0.236,0.00603,,0.167,0.475,133.898,215111.0,4,5
Gemini Five,You Spin Me Round (Like A Record),40.0,0.518,0.95,11.0,-3.638,1,0.0403,0.000299,,0.202,0.792,141.029,224507.0,4,8
38 Special,Hold On Loosely,,0.565,0.707,9.0,-5.65,1,0.0298,0.0101,8.16e-05,0.0851,0.831,127.222,279754.0,4,10
Dizzee Rascal,I Luv U,44.0,0.736,0.914,7.0,-3.707,1,0.285,0.318,,0.0447,0.932,136.068,245080.0,4,5
AC/DC,Rock N Roll Train,69.0,0.547,0.931,2.0,-2.356,1,0.0615,0.000998,0.0118,0.278,0.697,118.4,261507.0,4,10
Queens of the Stone Age,If I Had A Tail,56.0,0.602,0.849,11.0,-6.602,1,0.1,0.636,3.18e-05,0.663,0.34,112.071,295587.0,4,10
HAWK,Clvrmfkr,32.0,0.288,0.99,11.0,-3.656,0,0.319,4.59e-05,0.0056,0.555,0.449,73.016,222238.0,4,8
Five Finger Death Punch,Bad Company,65.0,0.557,0.886,11.0,-4.196,0,0.0498,0.000595,9.84e-05,0.0904,0.17,114.025,262440.0,4,8
J. Cole,9 5 . s o u t h,84.0,0.713,0.793,2.0,-5.277,1,0.397,0.271,,0.727,0.203,71.724,196946.0,4,5
Elton John,Tiny Dancer,79.0,0.414,0.428,,-11.097,1,0.0278,0.382,0.000243,0.148,0.282,145.075,377093.0,4,9
Unearth,My Will Be Done,46.0,0.219,0.921,7.0,-5.663,1,0.0787,1.37e-05,0.0515,0.123,0.535,166.307,217133.0,4,8
Mavis Staples,We Get By,40.0,0.509,0.386,7.0,-8.609,1,0.0881,0.624,1.55e-06,0.133,0.674,134.543,215947.0,4,2
FIDLAR,West Coast,42.0,0.3,0.998,4.0,-1.7,1,0.084,0.00039,,0.376,0.379,181.866,202573.0,4,1
◊©◊ô◊ú◊î ◊ë◊ü ◊°◊¢◊ì◊ï◊ü,◊û◊ß◊ï◊ù,38.0,0.608,0.579,8.0,-6.856,1,0.0508,0.7,,0.191,0.513,160.053,200438.0,4,9
Kendell Marvel,Lowdown & Lonesome,47.0,0.504,0.874,1.0,-7.09,1,0.037,0.00185,0.000193,0.049,0.867,180.009,263000.0,4,10
Led Zeppelin,In My Time of Dying - 1990 Remaster,52.0,0.33,0.843,2.0,-10.221,1,0.0581,0.137,0.00586,0.199,0.474,101.855,665600.0,4,10
The Charlie Daniels Band,Drinkin' My Baby Goodbye,54.0,0.536,0.907,9.0,-10.249,1,0.0559,0.364,5.22e-06,0.103,0.893,177.352,3.695116667,4,4
Jade Warrior,Three Horned Dragon King - 2014 Remaster,25.0,0.4,0.872,8.0,-6.189,1,0.12,0.0206,0.227,0.295,0.566,124.096,369013.0,4,10
Aviv Geffen,◊°◊ï◊§◊®◊°◊ò◊ê◊®,16.0,0.407,0.963,9.0,-5.319,1,0.0707,0.000671,0.801,0.391,0.561,134.493,165093.0,4,10
Accept,Fast As A Shark,47.0,0.431,0.95,2.0,-11.399,1,0.117,0.000109,0.248,0.232,0.162,140.05,228667.0,4,8
Joan As Police Woman,Holy City,40.0,0.679,0.769,8.0,-7.289,1,0.0415,0.158,0.198,0.07,0.83,134.933,284936.0,4,6
Tom Morello,Battle Sirens (feat. Knife Party),44.0,0.332,0.933,9.0,-4.657,1,0.161,0.00195,0.674,0.29,0.0834,173.94,243200.0,4,10
Raviv Kaner,◊®◊°◊ô◊°◊ô◊ù,58.0,0.59,0.377,2.0,-7.987,1,0.0287,0.413,,0.101,0.374,73.99,201190.0,4,9
Curtis Harding,Hopeful,32.0,0.51,0.778,7.0,-5.23,0,0.0338,0.38,0.0445,0.0724,0.695,79.984,316360.0,4,1
CRITTER,PFC,42.0,0.802,0.591,10.0,-6.127,0,0.0848,0.0444,5.96e-05,0.266,0.757,113.012,186722.0,4,9
Bleached,Hard to Kill,47.0,0.725,0.695,,-6.934,1,0.0288,0.000697,0.00161,0.233,0.86,127.523,206160.0,4,10
Sorry,Cigarette Packet,47.0,0.681,0.808,6.0,-4.626,0,0.111,0.664,0.0011,0.385,0.547,85.01,138160.0,4,6
Insanity Alert,Shredator,21.0,0.361,0.947,7.0,-7.319,1,0.174,3.47e-05,,0.338,0.383,91.167,118014.0,4,8
The 1975,Chocolate,66.0,0.614,0.938,11.0,-4.461,1,0.0611,0.000532,,0.368,0.607,100.058,224674.0,4,6
We Are The Night,Green War,34.0,0.485,0.788,2.0,-4.884,0,0.0269,0.417,0.0546,0.181,0.307,97.999,187907.0,4,10
Paulo Mendonca,U got 2 believe,38.0,0.616,0.908,10.0,-6.867,0,0.0551,0.00194,0.00235,0.0345,0.808,92.984,208332.0,4,2
Hayley Williams,Over Those Hills,55.0,0.561,0.372,3.0,-9.494,1,0.0425,0.541,0.00248,0.124,0.365,110.062,191950.0,4,1
Big Ghost Ltd,Way We Move,44.0,0.536,0.694,1.0,-5.766,1,0.0745,0.447,,0.341,0.219,79.94,194088.0,4,5
The Rubens,Muddy Evil Pain,36.0,0.502,0.656,5.0,-5.24,1,0.0504,0.443,,0.151,0.359,87.119,221613.0,4,10
Mohammed Rafi,Pardesiyon Se Na Ankhiyan Milana - Happy Version,19.0,0.517,0.584,2.0,-9.297,0,0.0721,0.825,3.98e-06,0.625,0.744,80.396,3.191783333,4,3
ED.,Round and Round,38.0,0.865,0.513,8.0,-8.884,1,0.173,0.00778,0.174,0.293,0.552,102.957,189915.0,4,6
NOTHX,Rigged,28.0,0.526,0.955,4.0,-4.179,1,0.0853,0.00194,8.33e-06,0.309,0.262,102.517,284195.0,4,8
Dire Straits,Brothers In Arms,58.0,0.398,0.301,8.0,-13.88,0,0.0282,0.532,0.838,0.0685,0.138,79.109,420240.0,4,10
Taylor Phillips,For a Beer,48.0,0.605,0.866,11.0,-3.753,1,0.0413,0.0629,,0.0323,0.674,168.208,164960.0,4,10
Body Count,Body Count's in the House,49.0,0.478,0.953,8.0,-7.294,1,0.0892,0.0328,0.000508,0.597,0.407,96.622,204200.0,4,8
Caliban,Nichts ist f√ºr immer,44.0,0.494,0.966,7.0,-6.132,1,0.052,3.91e-05,0.000162,0.193,0.292,140.068,226150.0,4,8
Whookilledkenny,Finna Charge,55.0,0.953,0.732,,-6.396,0,0.194,0.296,0.0193,0.0684,0.892,122.03,188852.0,4,5
Them,Jo Ann,28.0,0.614,0.766,7.0,-11.58,1,0.0326,0.588,0.0142,0.102,0.814,132.421,175853.0,4,2
Bully,Feel the Same,34.0,0.552,0.898,,-5.593,1,0.0773,0.0736,0.000156,0.407,0.457,177.685,119453.0,4,6
Yanno,Cagoul√©,38.0,0.795,0.747,7.0,-4.277,1,0.053,0.224,,0.167,0.544,123.947,178368.0,4,9
Patricia Brennan,Improvisation VI,2.0,0.33,0.0679,1.0,-24.253,1,0.0671,0.951,0.945,0.111,0.0342,105.612,200235.0,4,6
Glass Animals,Heat Waves,84.0,0.761,0.525,11.0,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805.0,4,6
Gin Blossoms,29,37.0,0.636,0.782,7.0,-7.798,1,0.0247,0.051,0.000779,0.0799,0.764,109.614,258000.0,4,10
Backstreet Boys,Breathe,19.0,0.635,0.628,7.0,-5.862,1,0.0255,0.00143,2.98e-05,0.177,0.407,105.973,3.845616667,4,9
Bruce Springsteen,The Power Of Prayer,55.0,0.526,0.786,11.0,-7.291,1,0.0301,0.00237,3.24e-05,0.266,0.764,113.09,216773.0,4,10
Glassjaw,Cosmopolitan Blood Loss,39.0,0.292,0.902,9.0,-7.353,1,0.0692,7.03e-06,8.02e-06,0.375,0.27,93.101,183893.0,4,10
Carolyn Wonderland,Bad to the Bone,43.0,0.578,0.0704,4.0,-13.44,0,0.0678,0.816,0.00298,0.11,0.288,168.939,244904.0,3,2
Mr Eazi,Lento,66.0,0.87,0.721,10.0,-5.311,0,0.11,0.522,0.648,0.108,0.489,92.025,188910.0,4,9
Idan Amedi,◊ê◊ú◊ô◊ô◊ö,39.0,0.236,0.6,7.0,-6.401,0,0.0332,0.254,,0.0636,0.402,165.256,273347.0,3,9
L.A. Guns,Renegades,37.0,0.367,0.988,10.0,-3.053,0,0.0775,0.000887,0.0563,0.175,0.353,170.0,220021.0,4,10
The J. Geils Band,I Don't Need You No More,24.0,0.5,0.803,,-7.377,1,0.0374,0.147,0.0622,0.345,0.927,144.724,155640.0,4,2
◊û◊ê◊ô◊õ◊ï,◊ß◊§◊®◊ô◊ñ◊î,20.0,0.782,0.518,6.0,-11.299,1,0.0615,0.477,0.133,0.141,0.537,109.987,122017.0,4,5
Dynoro,In My Mind,81.0,0.694,0.77,6.0,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905,184560.0,4,9
Dove Cameron,LazyBaby,69.0,0.764,0.785,4.0,-3.528,1,0.033,0.0303,,0.315,0.974,113.019,161351.0,4,9
Dan Auerbach,Never in My Wildest Dreams,62.0,0.559,0.466,5.0,-6.769,1,0.0362,0.315,0.0039,0.0933,0.623,117.21,2.93378333,4,0
ZZ Top,Sharp Dressed Man - 2008 Remaster,73.0,0.601,0.859,5.0,-5.263,1,0.0276,0.000359,0.00124,0.0871,0.446,125.145,4.30045,4,10
BANNERS,If I Didn't Have You,64.0,0.628,0.699,5.0,-7.772,1,0.0309,0.0914,1.54e-05,0.0739,0.403,136.03,225848.0,4,9
Devil Electric,All My Friends Move Like The Night,33.0,0.418,0.886,,-3.6,1,0.0325,0.00112,0.00253,0.0886,0.551,113.65,173808.0,4,10
Tommy Tutone,867-5309 / Jenny,51.0,0.588,0.699,7.0,-10.193,1,0.0589,0.0228,0.00404,0.0692,0.6,137.633,228000.0,4,10
Kobi Aflalo,◊¢◊ì ◊©◊ô◊ë◊ï◊ê,28.0,0.514,0.51,8.0,-8.898,0,0.0681,0.13,7.01e-05,0.229,0.549,152.097,221335.0,4,9
Lucia & The Best Boys,Perfectly Untrue,44.0,0.634,0.863,3.0,-3.459,0,0.0315,0.101,,0.316,0.869,118.029,191918.0,4,10
Fleetwood Mac,Dreams - 2004 Remaster,85.0,0.828,0.492,,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800.0,4,10
Shi 360,◊ß◊ë◊ú,24.0,0.818,0.857,9.0,-4.968,1,0.197,0.157,,0.142,0.928,100.033,234707.0,4,5
Fatlip,Stay,30.0,0.742,0.454,11.0,-11.982,1,0.16,0.311,,0.183,0.586,87.396,189916.0,4,5
Lil Baby,Errbody,73.0,0.887,0.606,2.0,-6.572,1,0.324,0.000407,,0.151,0.272,139.995,210699.0,4,5
Berry Sakharof,◊ê◊™◊î ◊†◊û◊¶◊ê ◊õ◊ê◊ü,18.0,0.531,0.576,7.0,-8.451,0,0.0258,0.867,0.363,0.112,0.333,107.03,212640.0,4,10
Gordi,Unready,38.0,0.448,0.46,5.0,-7.412,1,0.0329,0.321,0.000399,0.0907,0.298,109.924,222717.0,4,1
Saweetie,Back Seat,64.0,0.847,0.699,7.0,-5.166,1,0.0631,0.167,,0.107,0.525,105.006,183666.0,4,5
The Backseat Lovers,Kilby Girl,74.0,0.329,0.444,1.0,-9.973,1,0.0417,0.0578,0.0352,0.113,0.225,162.279,282206.0,4,1
Egozi,Fela,29.0,0.718,0.53,7.0,-9.879,0,0.0443,0.0144,0.0515,0.11,0.789,116.076,201105.0,4,6
Rhys,Over You,50.0,0.752,0.602,2.0,-6.98,1,0.0371,0.349,1.3e-06,0.0792,0.743,100.016,167213.0,4,9
I Lied (with Allison Ponthier),"Lord Huron, Allison Ponthier",59.0,0.44,0.269,5.0,-10.769,1,0.0262,0.914,0.261,0.132,0.138,103.877,3.906383333,3,0
rainbow frog biscuits,Attention,43.0,0.66,0.365,5.0,-14.739,1,0.0551,0.886,0.00532,0.104,0.303,159.988,166200.0,4,6
Hussy,I Tried,32.0,0.604,0.515,2.0,-6.242,1,0.0247,0.0176,1.58e-05,0.113,0.416,106.99,210365.0,4,10
Lacuna Coil,Enjoy the Silence - cover version,57.0,0.503,0.667,11.0,-6.831,0,0.0285,0.000984,0.027,0.229,0.101,113.018,245573.0,4,8
"Stephen Devassy, Shweta Mohan",Soulmates,18.0,0.734,0.562,,-8.875,1,0.0894,0.21,2.27e-06,0.091,0.81,141.862,3.219666667,4,0
Lou Reed,"I Love You, Suzanne",41.0,0.53,0.858,2.0,-6.971,1,0.115,0.102,0.36,0.126,0.787,162.936,197707.0,4,1
The Cooper Temple Clause,Been Training Dogs,19.0,0.184,0.984,9.0,-2.733,1,0.113,6.3e-05,1.02e-05,0.44,0.174,157.685,193493.0,3,10
The Neighbourhood,Pretty Boy,69.0,0.578,0.386,6.0,-11.464,1,0.0278,0.208,0.0453,0.307,0.569,154.902,234093.0,4,6
The Script,The Last Time - Acoustic,48.0,0.627,0.628,5.0,-5.111,1,0.0295,0.102,,0.121,0.296,132.021,196534.0,4,9
Burt Mitchell,Fading Love,54.0,0.353,0.0717,5.0,-21.734,1,0.0318,0.967,0.566,0.116,0.204,107.59,4.679166667,4,7
Jimbo J,◊ó◊™◊ï◊ú◊ô◊ù,53.0,0.665,0.583,9.0,-7.271,0,0.043,0.272,2.82e-05,0.311,0.365,105.004,218370.0,4,5
Circa Survive,The Difference Between Medicine And Poison Is In The Dose,56.0,0.374,0.739,7.0,-5.193,0,0.0477,5.8e-06,0.000141,0.109,0.359,148.078,257693.0,3,10
Ben Harper,The Bottle Wins Again,30.0,0.599,0.548,11.0,-8.288,0,0.0774,0.0812,0.000367,0.141,0.692,123.32,218102.0,4,2
Disturbing Tha Peace,Move Bitch,58.0,0.777,0.751,1.0,-5.692,1,0.133,0.245,,0.1,0.191,177.894,272293.0,4,5
Heather Crosse,My Man Called Me,32.0,0.655,0.802,11.0,-5.17,0,0.0439,0.101,1.06e-05,0.0904,0.663,136.82,214050.0,4,2
Built To Spill,Life in Vain,37.0,0.488,0.775,4.0,-9.387,1,0.0567,0.0435,0.000443,0.181,0.826,81.004,205506.0,4,1
Black Honey,I Like the Way You Die,58.0,0.546,0.76,9.0,-6.887,0,0.0399,0.00629,4.66e-05,0.0737,0.41,101.936,188027.0,4,1
Itay Levi,◊û◊°◊ô◊ë◊î ◊ë◊ó◊ô◊§◊î,31.0,0.769,0.884,1.0,-4.809,1,0.0948,0.351,,0.385,0.671,94.981,188281.0,4,9
Lozy,Bougie,27.0,0.743,0.467,1.0,-9.363,1,0.156,0.478,,0.115,0.204,136.07,156176.0,4,5
shame,Alphabet,46.0,0.49,0.817,2.0,-5.912,1,0.0272,8.49e-05,0.0129,0.0962,0.369,99.335,173573.0,4,10
"Does It Offend You, Yeah?",We Are Rockstars,35.0,0.603,0.954,10.0,-3.027,0,0.0417,0.000536,0.308,0.246,0.389,127.999,231634.0,4,1
Temple Balls,Thunder from the North,37.0,0.44,0.988,8.0,-3.46,0,0.0482,1.52e-05,0.389,0.0757,0.664,166.041,220392.0,4,10
Sleater-Kinney,Bury Our Friends,32.0,0.407,0.932,11.0,-5.166,0,0.0656,0.0105,0.000129,0.36,0.821,120.0,203813.0,4,1
The Jesus and Mary Chain,Taste of Cindy,35.0,0.18,0.905,11.0,-2.767,1,0.0453,0.000146,0.831,0.327,0.552,138.02,102333.0,4,10
"Hank Williams, Jr.",Family Tradition,54.0,0.66,0.523,4.0,-12.068,1,0.0608,0.0238,,0.142,0.794,126.342,4.049333333,4,4
Stevie Ray Vaughan,Mary Had a Little Lamb,59.0,0.678,0.493,8.0,-13.782,1,0.0302,0.0882,0.153,0.264,0.914,122.627,166960.0,4,2
Dexplicit,Waterboy,15.0,0.765,0.43,10.0,-12.244,0,0.239,0.0148,0.973,0.199,0.135,140.049,189030.0,4,5
Jack White,Corporation,33.0,0.776,0.795,4.0,-7.548,1,0.162,0.103,0.584,0.108,0.45,103.41,339000.0,4,2
Tammy Wynette,'Til I Get It Right,36.0,0.528,0.146,,-13.271,1,0.0288,0.843,0.000356,0.101,0.336,133.894,2.632216667,4,4
Kenny Wayne Shepherd,Diamonds & Gold,41.0,0.571,0.852,8.0,-5.752,1,0.0323,0.0418,2.37e-05,0.0527,0.804,92.155,317773.0,4,10
Jet,Rollover D.J.,42.0,0.489,0.918,,-3.762,1,0.0513,0.000309,8.59e-06,0.102,0.63,133.554,196600.0,4,10
Angie McMahon,Keeping Time,41.0,0.694,0.712,,-7.258,1,0.0344,0.0404,0.00314,0.104,0.736,114.339,211760.0,4,1
The Spencer Davis Group,I'm A Man,2.0,0.281,0.614,,-9.066,1,0.0551,0.088,,0.252,0.498,134.665,522267.0,4,6
Michelle Branch,Everywhere,68.0,0.523,0.828,1.0,-4.696,1,0.0762,0.0136,0.000255,0.165,0.476,96.952,214827.0,4,9
BIGBABYGUCCI,Pressure + Layers - Extended,43.0,0.55,0.788,5.0,-4.998,0,0.0765,0.0282,,0.392,0.401,142.001,174084.0,4,5
Albert Collins,I Ain't Drunk,46.0,0.656,0.551,2.0,-14.141,1,0.0889,0.171,0.000155,0.0676,0.773,125.659,247507.0,4,2
The Bees,A Minha Menina,44.0,0.521,0.808,9.0,-8.201,0,0.052,0.805,0.0105,0.227,0.834,98.867,170733.0,4,1
The Byrds,Turn! Turn! Turn! (To Everything There Is a Season),66.0,0.451,0.818,2.0,-8.124,1,0.0439,0.135,2.92e-05,0.052,0.755,124.532,3.82266667,4,10
Heilung,Norupo,53.0,0.377,0.402,5.0,-8.564,1,0.0295,0.536,0.786,0.117,0.0415,159.819,257972.0,4,8
"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),97.0,0.591,0.764,1.0,-5.484,1,0.0483,0.0383,,0.103,0.478,169.928,2.363433333,4,9
Langhorne Slim,The Way We Move,58.0,0.539,0.836,11.0,-5.365,1,0.0654,0.217,0.000168,0.303,0.759,135.596,168760.0,4,9
Killing Joke,The Death & Resurrection Show,42.0,0.566,0.939,7.0,-6.289,1,0.0862,0.00173,0.0075,0.106,0.346,100.011,416187.0,4,8
Pale Seas,Someday,35.0,0.567,0.914,,-5.969,0,0.0363,0.0106,,0.125,0.667,124.005,229067.0,4,10
Skarlett Riot,Breaking the Habit,40.0,0.524,0.945,,-3.941,0,0.0511,0.000104,3.14e-06,0.165,0.105,142.052,249313.0,4,8
Shalom Hanoch,◊î◊û◊ì◊ô◊†◊î ◊î◊ñ◊ê◊™ ◊¶◊®◊ô◊õ◊î ◊ê◊û◊ê,16.0,0.586,0.405,5.0,-8.571,0,0.0274,0.612,2.22e-06,0.123,0.167,140.003,224740.0,4,10
Daya,The Difference,65.0,0.655,0.727,1.0,-5.478,0,0.046,0.231,,0.173,0.56,113.011,210489.0,4,9
Phish,Cities,17.0,0.432,0.651,7.0,-7.443,1,0.0325,0.319,0.164,0.701,0.528,109.8,1477187.0,4,10
The Black Keys,Weight of Love,62.0,0.282,0.547,2.0,-8.621,1,0.0322,0.03,0.888,0.104,0.133,151.468,410187.0,4,10
Bryan Adams,Do I Have To Say The Words?,58.0,0.503,0.595,7.0,-9.383,1,0.0294,0.0895,2.49e-06,0.148,0.457,128.099,371200.0,4,10
Imagine Dragons,Demons,80.0,0.505,0.71,3.0,-3.015,1,0.0321,0.19,0.00025,0.269,0.428,89.938,177507.0,4,10
Gabriel Vitel,Golden,,0.781,0.411,11.0,-16.481,0,0.0705,0.372,0.0146,0.0971,0.323,99.994,194087.0,4,6
Luke Bryan,Country Girl (Shake It For Me),70.0,0.645,0.904,2.0,-4.532,1,0.0462,0.0293,,0.0834,0.671,105.97,3.759333333,4,4
Billy 'Crash' Craddock,Rub It In,37.0,0.759,0.543,7.0,-11.189,1,0.0321,0.404,1.25e-05,0.141,0.977,115.671,2.446666667,4,4
odol,Êú™Êù•,30.0,0.712,0.56,6.0,-7.5,1,0.0486,0.243,0.308,0.106,0.296,120.038,252799.0,4,9
White Trash,Apple Pie,33.0,0.631,0.885,,-9.799,1,0.0901,0.0378,0.000673,0.209,0.62,108.604,247693.0,4,10
Olmos,SUV,57.0,0.634,0.651,5.0,-4.542,1,0.0362,0.104,,0.0713,0.363,149.958,182400.0,4,5
Mars Today,Cool It,40.0,0.661,0.503,9.0,-6.574,0,0.208,0.661,0.00103,0.235,0.799,78.953,222402.0,4,6
Tuna,◊®◊ï◊ß 30,45.0,0.515,0.841,3.0,-7.014,0,0.192,0.167,8.2e-06,0.0768,0.608,86.85,277241.0,4,5
Fantastic Negrito,Never Give Up,20.0,0.469,0.601,,-10.252,1,0.15,0.23,,0.151,0.16,139.771,66884.0,4,2
Westlife,As Love Is My Witness,1.0,0.442,0.544,1.0,-5.088,1,0.0326,0.168,,0.109,0.175,144.626,4.12,3,9
Grateful Dead,"Ship of Fools - Live at Giants Stadium, East Rutherford, NJ, 6/17/91",21.0,0.478,0.419,10.0,-11.476,1,0.0351,0.787,0.012,0.626,0.478,116.19,481333.0,3,10
Stray Cats,Stray Cat Strut,38.0,0.667,0.449,,-14.275,0,0.0374,0.135,0.00701,0.0905,0.714,132.127,195067.0,4,10
Tiwa Savage,Ole,38.0,0.8,0.801,6.0,-6.315,1,0.214,0.592,5.52e-05,0.56,0.684,99.936,183653.0,4,5
Johnnie Temple,Lead Pencil Blues (1935),38.0,0.873,0.234,11.0,-13.444,1,0.0486,0.963,0.000481,0.11,0.822,104.591,187350.0,4,2
Julius Reid,Believe Before You See It,46.0,0.712,0.18,7.0,-13.392,0,0.0819,0.968,0.935,0.127,0.38,129.589,4.209983333,4,7
Skegss,Save It For The Weekend,45.0,0.424,0.83,9.0,-5.298,1,0.028,0.000307,0.000717,0.36,0.544,101.596,181608.0,4,1
The XCERTS,Shaking In The Water,29.0,0.455,0.903,4.0,-3.797,1,0.0789,0.00204,,0.0598,0.546,122.981,190391.0,4,10
Au5,I Miss You (feat. Kenny Raye),29.0,0.601,0.952,4.0,-3.247,0,0.155,0.00136,0.000678,0.0871,0.264,170.031,231529.0,4,10
The Stranglers,Duchess,40.0,0.522,0.695,9.0,-11.77,1,0.0393,0.000909,0.00741,0.069,0.658,129.723,149427.0,4,1
Carakukly,◊™◊©◊¢ ◊†◊©◊û◊ï◊™,39.0,0.72,0.342,7.0,-7.069,0,0.0454,0.513,,0.0846,0.698,128.023,202500.0,4,9
The Robins,All Night Baby,32.0,0.475,0.89,3.0,-6.974,0,0.102,0.622,2.29e-06,0.226,0.436,123.519,186173.0,4,2
WAAX,Labrador,45.0,0.49,0.794,7.0,-4.288,1,0.102,0.00051,9.58e-05,0.297,0.478,120.037,221627.0,4,10
RobClemz,Square Two,37.0,0.721,0.512,7.0,-9.269,0,0.0365,0.0413,0.321,0.261,0.518,127.003,228396.0,4,6
The Budos Band,Chicago Falcon,44.0,0.584,0.949,11.0,-5.425,0,0.0515,0.00193,0.917,0.215,0.7,100.712,173320.0,4,9
Phoebe Bridgers,Kyoto - Spotify Singles,54.0,0.362,0.268,11.0,-11.272,1,0.0351,0.926,0.0576,0.346,0.327,123.587,210353.0,4,1
The Revelries,Clich√© Love,38.0,0.599,0.702,8.0,-6.387,1,0.0601,0.000366,,0.114,0.806,126.051,164784.0,4,10
Vokonis,Through the Depths (Single Edit),26.0,0.344,0.856,,-5.861,0,0.0397,3.17e-06,0.732,0.388,0.275,119.913,295720.0,4,8
"Pritam, Arijit Singh",Ik Vaari Aa,60.0,0.512,0.752,4.0,-4.857,0,0.0534,0.305,,0.708,0.428,127.965,4.578116667,4,3
Warped Window,Anna Mieke,57.0,0.409,0.0533,8.0,-16.276,1,0.0517,0.932,1.13e-05,0.113,0.172,67.36,4.9211,3,0
Ursus,Self Affliction,5.0,0.363,0.976,8.0,-3.902,1,0.106,1.59e-05,0.0268,0.332,0.298,175.062,243066.0,4,8
Travis Scott,FRANCHISE (feat. Young Thug & M.I.A.),77.0,0.835,0.699,8.0,-5.405,0,0.277,0.00671,,0.195,0.547,154.981,202795.0,4,5
Afrojack,Hero,75.0,0.713,0.772,2.0,-5.032,1,0.0313,0.157,,0.153,0.523,125.001,171840.0,4,9
The Raconteurs,Salute Your Solution,51.0,0.266,0.946,9.0,-2.855,1,0.171,0.00781,2.73e-06,0.26,0.498,168.465,179973.0,4,6
Jefferson Airplane,White Rabbit,69.0,0.551,0.293,2.0,-12.503,1,0.0272,0.486,0.000273,0.0864,0.322,106.798,150640.0,4,1
Afgan,M.I.A (feat. Jackson Wang),57.0,0.723,0.458,6.0,-5.572,0,0.17,0.256,,0.0879,0.357,113.954,178799.0,4,9
Hayley Williams,Teardrop,49.0,0.708,0.567,9.0,-7.836,0,0.0595,0.828,0.282,0.0969,0.578,155.931,206000.0,4,6
Mondo Generator,"So High, So Low",34.0,0.538,0.863,4.0,-6.123,0,0.139,0.00495,2.07e-05,0.314,0.606,127.618,155067.0,4,8
The Happy Fits,Hold Me Down,56.0,0.499,0.948,2.0,-4.732,1,0.0652,0.0163,,0.0933,0.832,156.047,223813.0,4,6
Fortunate Ones,Before You,45.0,0.505,0.252,9.0,-10.169,1,0.0321,0.765,,0.0829,0.393,80.83,2.78608333,4,0
